	Data	AED	AUD	BGN	BRL	CAD	CHF	CNY	CZK	DKK	EGP	EUR	GBP	HRK	100																		
84	04-05-21	1.1165	3.1655	2.5184	0.7539	3.33	4.4825	0.6335	0.1906	0.6624	0.2618	4.9256	5.6937	0.6531	1.3682	0.0555	3.7494	0.365	0.2295	0.2028	0.4933	2.9275	1.0827	0.0419	0.0545	0.4849	0.1315	0.4931	0.1474	4.1011	235.2439	5.8738	0.2834
85	05-05-21	1.1172	3.169	2.5183	0.7537	3.34	4.4827	0.6339	0.1904	0.6624	0.2623	4.9254	5.703	0.6539	1.3692	0.0555	3.753	0.3647	0.2308	0.203	0.4931	2.9433	1.0771	0.0419	0.0549	0.4829	0.132	0.4904	0.148	4.1035	234.7735	5.8767	0.284
86	06-05-21	1.113	3.1691	2.5189	0.7636	3.3386	4.4961	0.6314	0.1908	0.6625	0.2609	4.9266	5.6915	0.654	1.3742	0.0554	3.7459	0.3638	0.2306	0.2023	0.4907	2.9482	1.0744	0.0419	0.0548	0.4836	0.1308	0.4909	0.1473	4.0881	235.7106	5.8639	0.2866
87	07-05-21	1.1108	3.1708	2.5187	0.7732	3.3476	4.4941	0.6322	0.1913	0.6625	0.2604	4.9262	5.677	0.6538	1.3738	0.0555	3.7392	0.364	0.2293	0.2033	0.4911	2.9451	1.0756	0.0419	0.055	0.4854	0.1308	0.4931	0.1469	4.08	238.772	5.8577	0.2861
88	10-05-21	1.1024	3.1884	2.5185	0.7736	3.3424	4.4955	0.6314	0.1921	0.6624	0.2578	4.9259	5.7056	0.6538	1.3753	0.0552	3.7243	0.3635	0.2293	0.2037	0.4932	2.9524	1.077	0.0419	0.0547	0.4871	0.1303	0.4905	0.1462	4.0492	239.1391	5.8395	0.2894
89	11-05-21	1.1023	3.1777	2.5189	0.7751	3.3462	4.4882	0.6305	0.1925	0.6626	0.2582	4.9265	5.7238	0.6538	1.3738	0.0552	3.7198	0.362	0.229	0.2037	0.4914	2.9498	1.0817	0.0419	0.0548	0.4869	0.1302	0.4868	0.1463	4.0491	239.3472	5.8398	0.2898
90	12-05-21	1.1053	3.1684	2.5188	0.7774	3.3591	4.4905	0.6303	0.1928	0.6625	0.2589	4.9263	5.7396	0.6546	1.3768	0.0553	3.733	0.3606	0.2277	0.2031	0.4914	2.9357	1.0847	0.0419	0.0547	0.4871	0.1301	0.4888	0.1468	4.0599	239.3755	5.8489	0.2899
91	13-05-21	1.1114	3.1468	2.5189	0.7696	3.3657	4.4948	0.6324	0.1927	0.6625	0.2603	4.9265	5.7278	0.6545	1.3792	0.0555	3.7249	0.3604	0.2288	0.2028	0.4868	2.9214	1.0838	0.0419	0.0549	0.4839	0.1301	0.4802	0.1478	4.0823	237.9383	5.8621	0.2893
92	14-05-21	1.1076	3.1478	2.5182	0.7663	3.3515	4.499	0.632	0.1928	0.6623	0.2598	4.9253	5.7191	0.655	1.383	0.0555	3.7206	0.3604	0.2302	0.2048	0.4904	2.9288	1.0859	0.0419	0.0549	0.4858	0.1297	0.4811	0.1473	4.0683	239.7988	5.8519	0.2879
93	17-05-21	1.1033	3.1433	2.5184	0.7686	3.3465	4.4985	0.6293	0.1933	0.6624	0.2588	4.9256	5.7135	0.6552	1.3998	0.0553	3.7111	0.3567	0.2294	0.2037	0.4902	2.9216	1.0863	0.0419	0.0548	0.4853	0.1289	0.4862	0.147	4.0527	240.8982	5.8384	0.2866
94	18-05-21	1.0979	3.144	2.519	0.7647	3.351	4.4926	0.6277	0.1936	0.6625	0.2566	4.9268	5.7268	0.6552	1.4045	0.0552	3.7021	0.3572	0.228	0.2044	0.4913	2.9238	1.0895	0.0419	0.0547	0.4859	0.1282	0.4838	0.1471	4.0326	242.2201	5.8257	0.288
95	19-05-21	1.0983	3.1255	2.519	0.7668	3.3386	4.4778	0.6266	0.1934	0.6626	0.2572	4.9267	5.7168	0.656	1.4027	0.0551	3.6966	0.357	0.2272	0.2027	0.4871	2.9016	1.088	0.0419	0.0547	0.4846	0.1282	0.4796	0.147	4.0341	241.0874	5.8239	0.2873
96	20-05-21	1.1006	3.1302	2.5189	0.7613	3.3324	4.4837	0.6279	0.1931	0.6625	0.258	4.9265	5.7099	0.6561	1.4063	0.0553	3.7097	0.3569	0.2272	0.2032	0.4845	2.9005	1.0904	0.0419	0.0549	0.4838	0.1288	0.4825	0.1472	4.0426	242.8588	5.8311	0.2869
97	21-05-21	1.0966	3.1282	2.519	0.7625	3.3426	4.4942	0.6264	0.1935	0.6625	0.2569	4.9268	5.7258	0.6563	1.4105	0.0553	3.7073	0.3574	0.2277	0.2027	0.485	2.903	1.0968	0.0419	0.0549	0.4866	0.1284	0.4814	0.1468	4.0281	243.4675	5.8222	0.2892
98	24-05-21	1.0988	3.1169	2.5186	0.7525	3.3446	4.4944	0.6278	0.1938	0.6625	0.2576	4.9261	5.7028	0.6566	1.4161	0.0553	3.7066	0.358	0.2275	0.2023	0.4835	2.8944	1.097	0.0419	0.0549	0.4849	0.1287	0.4806	0.1472	4.0356	243.9746	5.8256	0.2881
99	25-05-21	1.0941	3.1203	2.5179	0.7554	3.3377	4.4953	0.6274	0.1934	0.6623	0.2563	4.9246	5.6978	0.6556	1.415	0.0552	3.6933	0.3581	0.228	0.2025	0.4829	2.9067	1.0989	0.0419	0.0548	0.4863	0.1281	0.4789	0.1464	4.0189	243.434	5.8131	0.2907
100	26-05-21	1.0944	3.1273	2.5168	0.7539	3.3287	4.4919	0.6287	0.1933	0.662	0.2559	4.9225	5.6934	0.6553	1.4056	0.0553	3.6913	0.3597	0.2277	0.2022	0.4833	2.9369	1.0947	0.0419	0.0547	0.4851	0.1286	0.4764	0.1459	4.02	246.5081	5.8136	0.2905
101	27-05-21	1.0978	3.1201	2.5135	0.7591	3.3296	4.4856	0.6323	0.1931	0.6611	0.2567	4.916	5.6948	0.6544	1.409	0.0556	3.693	0.361	0.2277	0.2032	0.4813	2.9412	1.095	0.0418	0.0549	0.4852	0.1289	0.4766	0.1465	4.0325	245.9416	5.8223	0.294
102	28-05-21	1.0991	3.1171	2.515	0.7706	3.3371	4.4896	0.634	0.1931	0.6615	0.2575	4.919	5.7248	0.6543	1.4132	0.0557	3.6736	0.3623	0.2286	0.2019	0.4832	2.9289	1.097	0.0418	0.0549	0.4862	0.1292	0.471	0.1468	4.0373	245.6046	5.8283	0.2919
103	31-05-21	1.0989	3.1222	2.5154	0.7724	3.3456	4.4854	0.6336	0.1928	0.6616	0.2576	4.9198	5.7227	0.6553	1.4135	0.0556	3.6799	0.3637	0.2294	0.2024	0.4817	2.9298	1.0968	0.0418	0.055	0.4855	0.1292	0.4749	0.1469	4.0361	247.3362	5.828	0.2932
104	02-06-21	1.0999	3.12	2.5154	0.7842	3.3457	4.4808	0.6328	0.1934	0.6616	0.2569	4.9197	5.7129	0.6555	1.4191	0.0553	3.6794	0.3627	0.2285	0.2023	0.4852	2.9169	1.101	0.0418	0.0549	0.4878	0.1297	0.4691	0.1477	4.04	246.3062	5.8286	0.2936
105	03-06-21	1.0994	3.1217	2.5169	0.7955	3.3479	4.4872	0.6319	0.1932	0.662	0.2576	4.9227	5.7264	0.6561	1.4234	0.0554	3.6785	0.3625	0.2294	0.2024	0.486	2.9152	1.1045	0.0419	0.0552	0.4875	0.1297	0.4672	0.1477	4.0381	245.7149	5.8286	0.2981
106	04-06-21	1.1063	3.1147	2.517	0.8002	3.3509	4.4939	0.6339	0.1936	0.662	0.259	4.9228	5.7405	0.656	1.4192	0.0556	3.6897	0.364	0.229	0.2014	0.4839	2.9074	1.101	0.0419	0.0555	0.4868	0.13	0.4689	0.1491	4.0636	244.4672	5.8482	0.2975
107	07-06-21	1.1021	3.1365	2.5171	0.8021	3.3494	4.501	0.6328	0.1937	0.662	0.2574	4.923	5.7231	0.6564	1.4225	0.0556	3.6989	0.364	0.2303	0.2038	0.4891	2.9204	1.1034	0.0419	0.0556	0.4896	0.1298	0.4703	0.149	4.048	245.2812	5.8377	0.3002
108	08-06-21	1.1011	3.1293	2.517	0.8014	3.3467	4.5075	0.6322	0.1937	0.662	0.2581	4.9229	5.718	0.6565	1.4183	0.0555	3.6921	0.3623	0.2292	0.2042	0.49	2.9137	1.1012	0.0419	0.0556	0.4883	0.1296	0.4712	0.1489	4.0446	246.0953	5.8338	0.2976
109	09-06-21	1.0997	3.1274	2.5172	0.802	3.3405	4.509	0.6323	0.1939	0.662	0.2576	4.9232	5.724	0.6566	1.4176	0.0553	3.6888	0.3625	0.2287	0.2056	0.4891	2.9084	1.105	0.0419	0.0559	0.4892	0.1296	0.4712	0.1491	4.0392	245.3339	5.8309	0.2976
110	10-06-21	1.1015	3.1304	2.5165	0.7991	3.3406	4.5131	0.6331	0.1935	0.6619	0.2586	4.9218	5.7025	0.6564	1.4217	0.0554	3.6939	0.3627	0.2282	0.2051	0.486	2.9059	1.0983	0.0419	0.056	0.4886	0.1298	0.4745	0.1493	4.0459	244.5916	5.8339	0.2966
111	11-06-21	1.102	3.1386	2.5156	0.8006	3.3447	4.515	0.6334	0.1944	0.6617	0.2583	4.9202	5.7275	0.6568	1.4203	0.0554	3.6948	0.3638	0.2286	0.2053	0.4878	2.9097	1.0997	0.0418	0.0565	0.4891	0.1303	0.4842	0.1498	4.0467	246.3162	5.836	0.298
112	14-06-21	1.1054	3.1337	2.5149	0.7938	3.3408	4.5162	0.6346	0.1937	0.6615	0.2591	4.9188	5.7235	0.6567	1.4097	0.0554	3.7034	0.3632	0.2287	0.2042	0.4887	2.9034	1.0925	0.0418	0.0562	0.4884	0.1305	0.4877	0.1504	4.0604	242.7733	5.8457	0.2951
113	15-06-21	1.1059	3.1225	2.5177	0.8028	3.3359	4.5208	0.6347	0.1934	0.6622	0.259	4.9243	5.7176	0.6575	1.4027	0.0554	3.6878	0.3633	0.2294	0.2037	0.4882	2.8964	1.0873	0.0419	0.0565	0.4885	0.1304	0.4751	0.1509	4.0623	243.3369	5.8466	0.2945
114	16-06-21	1.1058	3.1307	2.5176	0.8051	3.3335	4.5194	0.6348	0.1935	0.6622	0.2589	4.9241	5.7324	0.6581	1.4009	0.0554	3.694	0.3632	0.2296	0.2035	0.4869	2.9014	1.0886	0.0419	0.0565	0.4864	0.1303	0.4745	0.1501	4.062	242.8805	5.8484	0.2952
115	17-06-21	1.1224	3.1319	2.5177	0.8154	3.3467	4.5075	0.6409	0.1932	0.6621	0.2628	4.9242	5.762	0.657	1.3918	0.0557	3.7244	0.3643	0.2294	0.2017	0.4841	2.905	1.086	0.0419	0.0568	0.4833	0.1313	0.4786	0.1517	4.1226	239.3938	5.8961	0.2931
116	18-06-21	1.1255	3.1162	2.5181	0.8254	3.3425	4.4992	0.6423	0.1931	0.6623	0.2639	4.925	5.7441	0.6566	1.3889	0.056	3.7521	0.3659	0.2321	0.2023	0.4811	2.8885	1.0833	0.0419	0.0573	0.4824	0.1314	0.4771	0.152	4.134	238.2808	5.9062	0.2932
117	22-06-21	1.1279	3.1077	2.5182	0.8262	3.3447	4.5003	0.6397	0.1927	0.6624	0.2644	4.9253	5.7465	0.6568	1.3906	0.0557	3.7512	0.3649	0.231	0.2012	0.4814	2.8897	1.0861	0.0419	0.0566	0.484	0.1305	0.4751	0.1516	4.1431	236.935	5.9093	0.2893
118	23-06-21	1.1232	3.1205	2.5185	0.832	3.3554	4.493	0.6369	0.1936	0.6624	0.2632	4.9259	5.7599	0.6567	1.4121	0.0555	3.7191	0.3631	0.2305	0.2031	0.4849	2.904	1.0897	0.0419	0.0568	0.4872	0.1295	0.4786	0.1514	4.1259	236.4357	5.894	0.2907
119	24-06-21	1.1225	3.123	2.5177	0.8302	3.3538	4.489	0.6374	0.1941	0.6622	0.2631	4.9242	5.7569	0.6566	1.4083	0.0556	3.7182	0.364	0.2293	0.2048	0.4845	2.9092	1.0888	0.0419	0.057	0.4869	0.1294	0.4769	0.1504	4.1233	236.1626	5.8919	0.2899
120	25-06-21	1.1228	3.1301	2.5183	0.8391	3.3523	4.4985	0.6391	0.1935	0.6623	0.2632	4.9254	5.7365	0.6568	1.4015	0.0556	3.7239	0.3657	0.2292	0.2082	0.4857	2.9161	1.0927	0.0419	0.0572	0.4873	0.1299	0.4744	0.1506	4.1241	236.4054	5.8935	0.2921
121	28-06-21	1.1232	3.129	2.5186	0.836	3.3509	4.4931	0.6391	0.193	0.6624	0.2628	4.926	5.7413	0.657	1.4029	0.0556	3.7262	0.3648	0.229	0.2075	0.4845	2.9119	1.0925	0.0419	0.0572	0.4869	0.1291	0.472	0.1506	4.1256	235.5924	5.8953	0.2893
122	29-06-21	1.1259	3.1176	2.5187	0.8395	3.3447	4.4949	0.6404	0.1936	0.6625	0.2635	4.9262	5.7335	0.6573	1.4056	0.0557	3.7415	0.3657	0.2292	0.2084	0.4833	2.8975	1.091	0.0419	0.0571	0.4855	0.1291	0.4745	0.1521	4.1357	235.5141	5.9036	0.2891
123	30-06-21	1.1278	3.1081	2.519	0.8357	3.3389	4.4913	0.6415	0.1931	0.6625	0.2642	4.9267	5.7374	0.6575	1.4008	0.0557	3.7492	0.3671	0.2302	0.2088	0.4833	2.8924	1.0913	0.0419	0.0567	0.4864	0.1293	0.4762	0.1522	4.1425	234.1742	5.9101	0.2894
124	01-07-21	1.1313	3.1117	2.5186	0.836	3.351	4.4887	0.6427	0.1933	0.6625	0.2648	4.9261	5.7244	0.6577	1.4008	0.0557	3.7275	0.367	0.2304	0.208	0.4814	2.9032	1.0907	0.0419	0.057	0.4847	0.1296	0.4795	0.1517	4.1555	237.0099	5.9151	0.2906
125	02-07-21	1.1342	3.1048	2.5191	0.8252	3.3524	4.496	0.6428	0.1925	0.6626	0.2657	4.9269	5.7313	0.6578	1.4003	0.0557	3.7359	0.3668	0.2306	0.2085	0.4807	2.8982	1.0878	0.0419	0.0566	0.4849	0.1294	0.4792	0.1521	4.166	238.7703	5.9232	0.2878
126	05-07-21	1.1294	3.1253	2.5189	0.82	3.3607	4.5047	0.6421	0.1926	0.6625	0.2646	4.9266	5.7466	0.6579	1.4027	0.0558	3.7421	0.3669	0.2309	0.2095	0.4837	2.9142	1.0928	0.0419	0.0566	0.4856	0.1292	0.4774	0.1521	4.1484	239.0353	5.9142	0.2914
127	06-07-21	1.1331	3.1529	2.5189	0.8174	3.3682	4.5051	0.6437	0.1924	0.6625	0.2651	4.9265	5.762	0.6581	1.3934	0.0558	3.7564	0.3672	0.2293	0.2098	0.4833	2.9473	1.0943	0.0419	0.0567	0.4859	0.1293	0.4796	0.1526	4.1619	241.948	5.9267	0.2922
128	07-07-21	1.1341	3.1305	2.5191	0.8015	3.3479	4.5138	0.6444	0.1922	0.6626	0.2655	4.927	5.7498	0.6583	1.3891	0.0558	3.7615	0.3665	0.2304	0.2084	0.4802	2.9284	1.0906	0.0419	0.0561	0.4844	0.1291	0.4796	0.1528	4.1655	241.8316	5.9293	0.2906
129	08-07-21	1.1336	3.0993	2.519	0.7958	3.3172	4.5392	0.6425	0.1909	0.6625	0.2654	4.9268	5.7432	0.6578	1.3766	0.0557	3.7865	0.3627	0.2308	0.2075	0.4754	2.9045	1.0856	0.0419	0.0555	0.4839	0.1282	0.4791	0.1527	4.164	242.4736	5.9287	0.2903
130	09-07-21	1.1324	3.1003	2.5197	0.7909	3.3238	4.5468	0.6411	0.1913	0.6627	0.2651	4.9281	5.7364	0.6577	1.3857	0.0557	3.7798	0.3624	0.2303	0.2087	0.4763	2.8961	1.0834	0.0419	0.0559	0.4838	0.1276	0.4788	0.1522	4.1596	241.3706	5.924	0.2913
131	12-07-21	1.1316	3.1019	2.5194	0.7903	3.3279	4.5388	0.6421	0.1914	0.6625	0.2643	4.9275	5.7605	0.6575	1.3866	0.0557	3.7744	0.3624	0.2298	0.2082	0.4765	2.8944	1.0819	0.0419	0.0556	0.4832	0.1272	0.4821	0.1522	4.1566	240.6878	5.9243	0.2884
132	13-07-21	1.1332	3.1131	2.5195	0.8045	3.3353	4.5428	0.6436	0.1919	0.6625	0.2648	4.9278	5.7669	0.6575	1.3815	0.0559	3.7735	0.3638	0.2303	0.2092	0.4779	2.9058	1.0776	0.0419	0.0562	0.4838	0.1277	0.4823	0.1523	4.1625	241.9105	5.93	0.2853
133	14-07-21	1.1378	3.1114	2.5198	0.8093	3.3416	4.5475	0.646	0.1919	0.6626	0.2664	4.9283	5.7874	0.658	1.3759	0.056	3.7827	0.3636	0.2306	0.2092	0.4764	2.9268	1.0749	0.0419	0.0564	0.4824	0.1279	0.484	0.1531	4.1792	243.7421	5.945	0.2839
134	15-07-21	1.1327	3.1067	2.5195	0.8204	3.3253	4.5593	0.6442	0.1928	0.6626	0.2647	4.9277	5.7553	0.6577	1.3725	0.0558	3.7897	0.3645	0.2317	0.2092	0.4758	2.9185	1.0764	0.0419	0.0561	0.4821	0.1274	0.4861	0.1525	4.1607	245.1423	5.9303	0.2863
135	16-07-21	1.1349	3.101	2.5193	0.8155	3.3153	4.5366	0.6447	0.1931	0.6625	0.2654	4.9274	5.7641	0.6572	1.3706	0.0559	3.7856	0.3656	0.2316	0.2098	0.4741	2.9285	1.0746	0.0419	0.0563	0.4811	0.1273	0.4888	0.1532	4.1687	244.3812	5.9356	0.2903
136	19-07-21	1.1386	3.0799	2.5187	0.8176	3.2757	4.5405	0.6449	0.1924	0.6623	0.2669	4.9262	5.7448	0.6567	1.3712	0.0559	3.8108	0.3636	0.2324	0.2093	0.4686	2.915	1.0741	0.0419	0.0562	0.4801	0.1273	0.4873	0.1536	4.1824	242.5993	5.9446	0.289
137	20-07-21	1.1362	3.0584	2.5182	0.7946	3.2736	4.5497	0.6443	0.1921	0.6622	0.2663	4.9253	5.7006	0.6554	1.3728	0.056	3.8139	0.3636	0.2328	0.2084	0.464	2.8841	1.0711	0.0419	0.056	0.4799	0.1272	0.4875	0.1534	4.1736	243.8542	5.9352	0.2876
138	21-07-21	1.1392	3.059	2.5179	0.8014	3.2985	4.5374	0.6466	0.1917	0.6621	0.267	4.9247	5.7032	0.6545	1.367	0.0561	3.8008	0.3623	0.2325	0.2079	0.4664	2.8963	1.0716	0.0419	0.0563	0.4809	0.1274	0.487	0.1537	4.1843	242.7486	5.9422	0.2851
139	22-07-21	1.1364	3.0827	2.5176	0.8044	3.3237	4.5474	0.6455	0.1922	0.662	0.2664	4.9241	5.736	0.6541	1.3721	0.0561	3.7853	0.3636	0.2323	0.2071	0.4728	2.9082	1.0766	0.0419	0.0566	0.4813	0.127	0.4876	0.1535	4.174	241.2278	5.9359	0.2871
140	23-07-21	1.1386	3.0855	2.5165	0.8041	3.3284	4.5428	0.646	0.1916	0.6617	0.2669	4.9219	5.7455	0.6533	1.3727	0.0562	3.7865	0.3635	0.2311	0.2082	0.4723	2.919	1.0763	0.0419	0.0568	0.482	0.127	0.4884	0.1547	4.1823	242.4279	5.9414	0.2833
141	26-07-21	1.1357	3.0697	2.5159	0.802	3.324	4.5451	0.6436	0.1914	0.6617	0.2659	4.9208	5.7543	0.6538	1.3601	0.0561	3.7814	0.3613	0.2314	0.2079	0.47	2.9099	1.0723	0.0419	0.0563	0.4813	0.1265	0.4863	0.1542	4.1716	242.5619	5.9324	0.2805
142	27-07-21	1.1371	3.0726	2.5152	0.8068	3.3211	4.5481	0.6427	0.1912	0.6615	0.2662	4.9194	5.755	0.6554	1.3621	0.0561	3.792	0.3619	0.2311	0.2079	0.4706	2.9058	1.0721	0.0418	0.0566	0.4834	0.1267	0.4865	0.1553	4.1766	241.2482	5.9353	0.2811
143	28-07-21	1.1332	3.0585	2.5154	0.8051	3.3133	4.5538	0.6406	0.1918	0.6615	0.2646	4.9197	5.7767	0.6556	1.3686	0.056	3.7854	0.3611	0.2319	0.2087	0.4688	2.8911	1.0714	0.0419	0.0566	0.4824	0.1266	0.4861	0.1551	4.1624	240.8675	5.9259	0.2818
144	29-07-21	1.1283	3.0668	2.516	0.81	3.3226	4.5608	0.6416	0.1928	0.6616	0.2634	4.9209	5.7815	0.6555	1.3716	0.0558	3.7736	0.3617	0.2322	0.2085	0.4735	2.8982	1.0728	0.0419	0.0566	0.4832	0.1261	0.4859	0.1541	4.1443	242.5914	5.9158	0.283
145	30-07-21	1.1257	3.0534	2.5154	0.8136	3.3243	4.5704	0.6402	0.1929	0.6615	0.2633	4.9198	5.7754	0.6557	1.3765	0.0556	3.7739	0.3601	0.2312	0.2081	0.4709	2.8978	1.0771	0.0418	0.0566	0.4826	0.1258	0.4918	0.1542	4.1348	243.12	5.908	0.2836
146	02-08-21	1.1256	3.0432	2.514	0.7931	3.3188	4.5687	0.6399	0.1929	0.661	0.2634	4.9171	5.7547	0.6557	1.3781	0.0556	3.773	0.3595	0.2311	0.2085	0.4699	2.8874	1.078	0.0418	0.0567	0.4817	0.1255	0.4934	0.1539	4.1348	240.4651	5.9048	0.2865
147	03-08-21	1.1268	3.0591	2.5147	0.7996	3.307	4.5775	0.6401	0.1928	0.6612	0.2632	4.9183	5.7564	0.6556	1.3852	0.0557	3.7905	0.3606	0.2312	0.2086	0.4717	2.8985	1.0807	0.0418	0.0568	0.4822	0.1253	0.4969	0.1543	4.1388	240.893	5.91	0.2881
148	04-08-21	1.1294	3.0777	2.5147	0.7982	3.3104	4.5849	0.642	0.1933	0.6613	0.2642	4.9184	5.7813	0.6557	1.3871	0.0559	3.7998	0.3629	0.2314	0.2088	0.4713	2.935	1.0821	0.0418	0.0569	0.4824	0.1252	0.491	0.1541	4.1486	241.9139	5.9209	0.2906
149	05-08-21	1.1312	3.0793	2.5143	0.8037	3.3214	4.582	0.6431	0.1934	0.6613	0.2648	4.9176	5.7837	0.6555	1.3889	0.056	3.7908	0.3637	0.2323	0.2084	0.4708	2.9376	1.0804	0.0418	0.0568	0.4827	0.125	0.4856	0.1542	4.1551	241.9299	5.9246	0.289
150	06-08-21	1.133	3.0763	2.5127	0.7932	3.326	4.5827	0.6434	0.1935	0.6608	0.265	4.9145	5.7886	0.6551	1.3929	0.0561	3.7899	0.364	0.2326	0.2088	0.4712	2.9346	1.0791	0.0418	0.0568	0.4827	0.1247	0.4842	0.1552	4.1617	240.654	5.9279	0.2861
151	09-08-21	1.1375	3.069	2.512	0.7987	3.3294	4.5591	0.645	0.1934	0.6606	0.2656	4.9131	5.8033	0.6554	1.3873	0.0563	3.7938	0.3648	0.2332	0.2086	0.4686	2.9286	1.0755	0.0418	0.0569	0.481	0.125	0.4822	0.1558	4.1783	234.1888	5.9404	0.2859
